车型,风扇型号,转速(RPM),风量(CFM),噪音(dB),市占率,达标率,测试时间
纯电乘用车,Blade-A9.5,2220,1600,134.1,8%,48.85,2026-06
纯电乘用车,Blade-A9.5,2220,2000,134.2,8%,48.7,2026-06
纯电乘用车,Blade-A9.5,2220,2520,133.3,35%,50.05,2026-06
纯电乘用车,Blade-A9.5,2220,3200,131.6,8%,52.6,2026-06
纯电乘用车,Blade-A9.5,2220,4000,128.4,35%,57.4,2026-06
纯电乘用车,Blade-A9.5,2220,5040,124.2,35%,63.7,2026-06
纯电乘用车,Blade-A9.5,1584,160,116.1,22%,75.85,2026-06
纯电乘用车,Blade-A9.5,1584,200,116.9,22%,74.65,2026-06
纯电乘用车,Blade-A9.5,1584,252,119.3,15%,71.05,2026-06
纯电乘用车,Blade-A9.5,1584,320,121.2,15%,68.2,2026-06
纯电乘用车,Blade-A9.5,1584,400,123.9,15%,64.15,2026-06
纯电乘用车,Blade-A9.5,1584,504,126.5,15%,60.25,2026-06
纯电乘用车,Blade-A9.5,1584,640,129.0,35%,56.5,2026-06
纯电乘用车,Blade-A9.5,1584,800,130.4,22%,54.4,2026-06
纯电乘用车,Blade-A9.5,1584,1000,131.0,8%,53.5,2026-06
纯电乘用车,Blade-A9.5,1584,1280,131.2,15%,53.2,2026-06
纯电乘用车,Blade-A9.5,1584,1600,131.3,15%,53.05,2026-06
纯电乘用车,Blade-A9.5,1584,2000,131.2,15%,53.2,2026-06
纯电乘用车,Blade-A9.5,1584,2520,129.9,8%,55.15,2026-06
纯电乘用车,Blade-A9.5,1584,3200,127.9,8%,58.15,2026-06
纯电乘用车,Blade-A9.5,1584,4000,125.0,8%,62.5,2026-06
纯电乘用车,Blade-A9.5,1584,5040,120.3,22%,69.55,2026-06
纯电乘用车,Blade-A9.5,1268,160,119.1,35%,71.35,2026-06
纯电乘用车,Blade-A9.5,1268,200,120.1,22%,69.85,2026-06
纯电乘用车,Blade-A9.5,1268,252,122.8,35%,65.8,2026-06
纯电乘用车,Blade-A9.5,1268,320,124.8,35%,62.8,2026-06
纯电乘用车,Blade-A9.5,1268,400,126.9,35%,59.65,2026-06
纯电乘用车,Blade-A9.5,1268,504,129.0,15%,56.5,2026-06
纯电乘用车,Blade-A9.5,1268,640,130.7,35%,53.95,2026-06
纯电乘用车,Blade-A9.5,1268,800,131.3,35%,53.05,2026-06
纯电乘用车,Blade-A9.5,1268,1000,131.4,8%,52.9,2026-06
纯电乘用车,Blade-A9.5,1268,1280,131.0,15%,53.5,2026-06
纯电乘用车,Blade-A9.5,1268,1600,130.5,8%,54.25,2026-06
纯电乘用车,Blade-A9.5,1268,2000,130.1,15%,54.85,2026-06
纯电乘用车,Blade-A9.5,1268,2520,128.5,22%,57.25,2026-06
纯电乘用车,Blade-A9.5,1268,3200,126.7,35%,59.95,2026-06
纯电乘用车,Blade-A9.5,1268,4000,124.4,8%,63.4,2026-06
纯电乘用车,Blade-A9.5,1268,5040,120.7,8%,68.95,2026-06
纯电乘用车,Blade-A12.7,2852,200,119.7,8%,70.45,2026-06
纯电乘用车,Blade-A12.7,2852,252,122.9,15%,65.65,2026-06
纯电乘用车,Blade-A12.7,2852,320,125.0,35%,62.5,2026-06
纯电乘用车,Blade-A12.7,2852,400,126.9,8%,59.65,2026-06
纯电乘用车,Blade-A12.7,2852,504,128.9,22%,56.65,2026-06
纯电乘用车,Blade-A12.7,2852,640,130.3,22%,54.55,2026-06
纯电乘用车,Blade-A12.7,2852,800,131.7,15%,52.45,2026-06
纯电乘用车,Blade-A12.7,2852,1000,133.0,8%,50.5,2026-06
纯电乘用车,Blade-A12.7,2852,1280,134.5,22%,48.25,2026-06
纯电乘用车,Blade-A12.7,2852,1600,134.2,35%,48.7,2026-06
纯电乘用车,Blade-A12.7,2852,2000,134.1,35%,48.85,2026-06
纯电乘用车,Blade-A12.7,2852,2520,133.8,22%,49.3,2026-06
纯电乘用车,Blade-A12.7,2852,3200,131.8,22%,52.3,2026-06
纯电乘用车,Blade-A12.7,2852,4000,129.0,8%,56.5,2026-06
纯电乘用车,Blade-A12.7,2852,5040,125.4,8%,61.9,2026-06
纯电乘用车,Blade-A12.7,2852,6400,120.5,35%,69.25,2026-06
纯电乘用车,Blade-A12.7,2852,8000,114.4,8%,78.4,2026-06
纯电乘用车,Blade-A12.7,1584,200,121.5,8%,67.75,2026-06
纯电乘用车,Blade-A12.7,1584,252,123.5,35%,64.75,2026-06
纯电乘用车,Blade-A12.7,1584,320,125.5,22%,61.75,2026-06
纯电乘用车,Blade-A12.7,1584,400,127.1,22%,59.35,2026-06
纯电乘用车,Blade-A12.7,1584,504,128.9,22%,56.65,2026-06
纯电乘用车,Blade-A12.7,1584,640,130.2,15%,54.7,2026-06
纯电乘用车,Blade-A12.7,1584,800,130.9,22%,53.65,2026-06
纯电乘用车,Blade-A12.7,1584,1000,130.8,22%,53.8,2026-06
纯电乘用车,Blade-A12.7,1584,1280,130.0,22%,55.0,2026-06
纯电乘用车,Blade-A12.7,1584,1600,129.6,35%,55.6,2026-06
纯电乘用车,Blade-A12.7,1584,2000,129.0,22%,56.5,2026-06
纯电乘用车,Blade-A12.7,1584,2520,127.8,8%,58.3,2026-06
纯电乘用车,Blade-A12.7,1584,3200,126.5,22%,60.25,2026-06
纯电乘用车,Blade-A12.7,1584,4000,125.1,35%,62.35,2026-06
纯电乘用车,Blade-A12.7,1584,5040,123.2,22%,65.2,2026-06
纯电乘用车,Blade-A12.7,1584,6400,120.6,35%,69.1,2026-06
纯电乘用车,Blade-A12.7,1584,8000,116.0,8%,76.0,2026-06
纯电乘用车,Blade-A17.4,2852,160,112.5,8%,81.25,2026-06
纯电乘用车,Blade-A17.4,2852,200,113.8,22%,79.3,2026-06
纯电乘用车,Blade-A17.4,2852,252,115.8,15%,76.3,2026-06
纯电乘用车,Blade-A17.4,2852,320,117.4,8%,73.9,2026-06
纯电乘用车,Blade-A17.4,2852,400,119.8,15%,70.3,2026-06
纯电乘用车,Blade-A17.4,2852,504,122.6,8%,66.1,2026-06
纯电乘用车,Blade-A17.4,2852,640,124.3,15%,63.55,2026-06
纯电乘用车,Blade-A17.4,2852,800,125.8,15%,61.3,2026-06
纯电乘用车,Blade-A17.4,2852,1000,126.4,8%,60.4,2026-06
纯电乘用车,Blade-A17.4,2852,1280,126.4,35%,60.4,2026-06
纯电乘用车,Blade-A17.4,2852,1600,126.8,15%,59.8,2026-06
纯电乘用车,Blade-A17.4,2852,2000,126.7,35%,59.95,2026-06
纯电乘用车,Blade-A17.4,2852,2520,126.5,35%,60.25,2026-06
纯电乘用车,Blade-A17.4,2852,3200,125.6,15%,61.6,2026-06
纯电乘用车,Blade-A17.4,2852,4000,123.1,35%,65.35,2026-06
纯电乘用车,Blade-A17.4,2852,5040,119.9,15%,70.15,2026-06
纯电乘用车,Blade-A17.4,2852,6400,115.5,22%,76.75,2026-06
纯电乘用车,Blade-A17.4,2220,160,110.0,8%,85.0,2026-06
纯电乘用车,Blade-A17.4,2220,200,110.5,8%,84.25,2026-06
纯电乘用车,Blade-A17.4,2220,252,111.9,35%,82.15,2026-06
纯电乘用车,Blade-A17.4,2220,320,115.5,22%,76.75,2026-06
纯电乘用车,Blade-A17.4,2220,400,119.6,22%,70.6,2026-06
纯电乘用车,Blade-A17.4,2220,504,122.4,35%,66.4,2026-06
纯电乘用车,Blade-A17.4,2220,640,123.1,8%,65.35,2026-06
纯电乘用车,Blade-A17.4,2220,800,126.0,8%,61.0,2026-06
纯电乘用车,Blade-A17.4,2220,1000,129.3,8%,56.05,2026-06
纯电乘用车,Blade-A17.4,2220,1280,126.5,22%,60.25,2026-06
纯电乘用车,Blade-A17.4,2220,1600,125.3,15%,62.05,2026-06
纯电乘用车,Blade-A17.4,2220,2000,124.9,35%,62.65,2026-06
纯电乘用车,Blade-A17.4,2220,2520,124.1,15%,63.85,2026-06
纯电乘用车,Blade-A17.4,2220,3200,121.8,15%,67.3,2026-06
纯电乘用车,Blade-A17.4,2220,4000,118.9,35%,71.65,2026-06
纯电乘用车,Blade-A17.4,2220,5040,114.9,22%,77.65,2026-06
纯电乘用车,Blade-A17.4,1584,160,114.0,35%,79.0,2026-06
纯电乘用车,Blade-A17.4,1584,200,114.7,15%,77.95,2026-06
纯电乘用车,Blade-A17.4,1584,252,115.1,35%,77.35,2026-06
纯电乘用车,Blade-A17.4,1584,320,115.4,15%,76.9,2026-06
纯电乘用车,Blade-A17.4,1584,400,117.5,35%,73.75,2026-06
纯电乘用车,Blade-A17.4,1584,504,124.5,22%,63.25,2026-06
纯电乘用车,Blade-A17.4,1584,640,135.3,15%,47.05,2026-06
纯电乘用车,Blade-A17.4,1584,800,138.3,8%,42.55,2026-06
纯电乘用车,Blade-A17.4,1584,1000,131.4,15%,52.9,2026-06
纯电乘用车,Blade-A17.4,1584,1280,127.6,22%,58.6,2026-06
纯电乘用车,Blade-A17.4,1584,1600,126.6,22%,60.1,2026-06
纯电乘用车,Blade-A17.4,1584,2000,124.2,8%,63.7,2026-06
纯电乘用车,Blade-A17.4,1584,2520,123.6,8%,64.6,2026-06
纯电乘用车,Blade-A17.4,1584,3200,122.7,35%,65.95,2026-06
纯电乘用车,Blade-A17.4,1584,4000,119.9,8%,70.15,2026-06
纯电乘用车,Blade-A17.4,1268,160,116.1,15%,75.85,2026-06
纯电乘用车,Blade-A17.4,1268,200,117.0,8%,74.5,2026-06
纯电乘用车,Blade-A17.4,1268,252,118.4,8%,72.4,2026-06
纯电乘用车,Blade-A17.4,1268,320,120.8,22%,68.8,2026-06
纯电乘用车,Blade-A17.4,1268,400,127.7,22%,58.45,2026-06
纯电乘用车,Blade-A17.4,1268,504,136.9,15%,44.65,2026-06
纯电乘用车,Blade-A17.4,1268,640,139.2,15%,41.2,2026-06
纯电乘用车,Blade-A17.4,1268,800,131.8,22%,52.3,2026-06
纯电乘用车,Blade-A17.4,1268,1000,128.3,22%,57.55,2026-06
纯电乘用车,Blade-A17.4,1268,1280,126.8,22%,59.8,2026-06
纯电乘用车,Blade-A17.4,1268,1600,124.4,22%,63.4,2026-06
纯电乘用车,Blade-A17.4,1268,2000,124.2,15%,63.7,2026-06
纯电乘用车,Blade-A17.4,1268,2520,123.5,8%,64.75,2026-06
纯电乘用车,Blade-A17.4,1268,3200,122.0,15%,67.0,2026-06
纯电乘用车,Blade-A17.4,1268,4000,118.0,35%,73.0,2026-06
纯电乘用车,Blade-A22.2,2852,252,115.9,8%,76.15,2026-06
纯电乘用车,Blade-A22.2,2852,320,117.9,15%,73.15,2026-06
纯电乘用车,Blade-A22.2,2852,400,118.0,22%,73.0,2026-06
纯电乘用车,Blade-A22.2,2852,504,120.7,15%,68.95,2026-06
纯电乘用车,Blade-A22.2,2852,640,123.2,22%,65.2,2026-06
纯电乘用车,Blade-A22.2,2852,800,134.2,8%,48.7,2026-06
纯电乘用车,Blade-A22.2,2852,1000,141.0,35%,40.0,2026-06
纯电乘用车,Blade-A22.2,2852,1280,131.8,22%,52.3,2026-06
纯电乘用车,Blade-A22.2,2852,1600,127.2,22%,59.2,2026-06
纯电乘用车,Blade-A22.2,2852,2000,126.1,35%,60.85,2026-06
纯电乘用车,Blade-A22.2,2852,2520,124.1,8%,63.85,2026-06
纯电乘用车,Blade-A22.2,2852,3200,123.9,22%,64.15,2026-06
纯电乘用车,Blade-A22.2,2852,4000,125.7,15%,61.45,2026-06
纯电乘用车,Blade-A22.2,2852,5040,123.1,15%,65.35,2026-06
纯电乘用车,Blade-A22.2,2852,6400,121.7,35%,67.45,2026-06
纯电乘用车,Blade-A22.2,1584,160,116.1,8%,75.85,2026-06
纯电乘用车,Blade-A22.2,1584,200,117.4,8%,73.9,2026-06
纯电乘用车,Blade-A22.2,1584,252,120.7,35%,68.95,2026-06
纯电乘用车,Blade-A22.2,1584,320,123.4,8%,64.9,2026-06
纯电乘用车,Blade-A22.2,1584,400,129.8,22%,55.3,2026-06
纯电乘用车,Blade-A22.2,1584,504,137.0,15%,44.5,2026-06
纯电乘用车,Blade-A22.2,1584,640,137.1,8%,44.35,2026-06
纯电乘用车,Blade-A22.2,1584,800,128.4,15%,57.4,2026-06
纯电乘用车,Blade-A22.2,1584,1000,126.4,8%,60.4,2026-06
纯电乘用车,Blade-A22.2,1584,1280,122.2,15%,66.7,2026-06
纯电乘用车,Blade-A22.2,1584,1600,121.3,8%,68.05,2026-06
纯电乘用车,Blade-A22.2,1584,2000,121.3,8%,68.05,2026-06
纯电乘用车,Blade-A22.2,1584,2520,120.9,8%,68.65,2026-06
纯电乘用车,Blade-A22.2,1584,3200,119.6,22%,70.6,2026-06
纯电乘用车,Blade-A22.2,1584,4000,118.8,15%,71.8,2026-06
环卫作业车-B型,Blade-A0.0,2852,504,124.2,8%,63.7,2026-06
环卫作业车-B型,Blade-A0.0,2852,640,126.8,22%,59.8,2026-06
环卫作业车-B型,Blade-A0.0,2852,800,128.8,15%,56.8,2026-06
环卫作业车-B型,Blade-A0.0,2852,1000,130.3,15%,54.55,2026-06
环卫作业车-B型,Blade-A0.0,2852,1280,131.7,35%,52.45,2026-06
环卫作业车-B型,Blade-A0.0,2852,1600,132.1,8%,51.85,2026-06
环卫作业车-B型,Blade-A0.0,2852,2000,132.6,15%,51.1,2026-06
环卫作业车-B型,Blade-A0.0,2852,2520,132.0,22%,52.0,2026-06
环卫作业车-B型,Blade-A0.0,2852,3200,130.9,15%,53.65,2026-06
环卫作业车-B型,Blade-A0.0,2852,4000,130.8,22%,53.8,2026-06
环卫作业车-B型,Blade-A0.0,2852,5040,129.4,8%,55.9,2026-06
环卫作业车-B型,Blade-A0.0,2852,6400,125.5,35%,61.75,2026-06
环卫作业车-B型,Blade-A0.0,2852,8000,123.3,22%,65.05,2026-06
环卫作业车-B型,Blade-A0.0,2852,10000,119.4,35%,70.9,2026-06
环卫作业车-B型,Blade-A0.0,2220,504,126.2,8%,60.7,2026-06
环卫作业车-B型,Blade-A0.0,2220,640,127.9,15%,58.15,2026-06
环卫作业车-B型,Blade-A0.0,2220,800,129.8,35%,55.3,2026-06
环卫作业车-B型,Blade-A0.0,2220,1000,131.4,22%,52.9,2026-06
环卫作业车-B型,Blade-A0.0,2220,1280,132.0,15%,52.0,2026-06
环卫作业车-B型,Blade-A0.0,2220,1600,132.5,8%,51.25,2026-06
环卫作业车-B型,Blade-A0.0,2220,2000,133.0,8%,50.5,2026-06
环卫作业车-B型,Blade-A0.0,2220,2520,131.8,35%,52.3,2026-06
环卫作业车-B型,Blade-A0.0,2220,3200,129.5,8%,55.75,2026-06
环卫作业车-B型,Blade-A0.0,2220,4000,128.4,8%,57.4,2026-06
环卫作业车-B型,Blade-A0.0,2220,5040,127.7,15%,58.45,2026-06
环卫作业车-B型,Blade-A0.0,2220,6400,124.4,15%,63.4,2026-06
环卫作业车-B型,Blade-A0.0,2220,8000,121.9,15%,67.15,2026-06
环卫作业车-B型,Blade-A0.0,2220,10000,119.9,8%,70.15,2026-06
环卫作业车-B型,Blade-A0.0,1584,504,125.4,35%,61.9,2026-06
环卫作业车-B型,Blade-A0.0,1584,640,128.4,8%,57.4,2026-06
环卫作业车-B型,Blade-A0.0,1584,800,130.8,8%,53.8,2026-06
环卫作业车-B型,Blade-A0.0,1584,1000,132.3,8%,51.55,2026-06
环卫作业车-B型,Blade-A0.0,1584,1280,133.3,22%,50.05,2026-06
环卫作业车-B型,Blade-A0.0,1584,1600,133.3,22%,50.05,2026-06
环卫作业车-B型,Blade-A0.0,1584,2000,132.6,35%,51.1,2026-06
环卫作业车-B型,Blade-A0.0,1584,2520,131.0,35%,53.5,2026-06
环卫作业车-B型,Blade-A0.0,1584,3200,127.8,8%,58.3,2026-06
环卫作业车-B型,Blade-A0.0,1584,4000,126.0,22%,61.0,2026-06
环卫作业车-B型,Blade-A0.0,1584,5040,125.6,22%,61.6,2026-06
环卫作业车-B型,Blade-A0.0,1584,6400,122.3,22%,66.55,2026-06
环卫作业车-B型,Blade-A0.0,1584,8000,119.6,22%,70.6,2026-06
环卫作业车-B型,Blade-A0.0,1268,504,126.4,8%,60.4,2026-06
环卫作业车-B型,Blade-A0.0,1268,640,129.1,15%,56.35,2026-06
环卫作业车-B型,Blade-A0.0,1268,800,131.3,35%,53.05,2026-06
环卫作业车-B型,Blade-A0.0,1268,1000,133.1,22%,50.35,2026-06
环卫作业车-B型,Blade-A0.0,1268,1280,133.6,15%,49.6,2026-06
环卫作业车-B型,Blade-A0.0,1268,1600,133.2,15%,50.2,2026-06
环卫作业车-B型,Blade-A0.0,1268,2000,132.0,8%,52.0,2026-06
环卫作业车-B型,Blade-A0.0,1268,2520,130.0,35%,55.0,2026-06
环卫作业车-B型,Blade-A0.0,1268,3200,126.9,35%,59.65,2026-06
环卫作业车-B型,Blade-A0.0,1268,4000,124.4,15%,63.4,2026-06
环卫作业车-B型,Blade-A0.0,1268,5040,124.3,15%,63.55,2026-06
环卫作业车-B型,Blade-A0.0,1268,6400,120.2,8%,69.7,2026-06
环卫作业车-B型,Blade-A0.0,1268,8000,115.9,22%,76.15,2026-06
环卫作业车-B型,Blade-A3.3,2852,640,131.1,8%,53.35,2026-06
环卫作业车-B型,Blade-A3.3,2852,800,131.4,15%,52.9,2026-06
环卫作业车-B型,Blade-A3.3,2852,1000,132.3,22%,51.55,2026-06
环卫作业车-B型,Blade-A3.3,2852,1280,133.7,35%,49.45,2026-06
环卫作业车-B型,Blade-A3.3,2852,1600,134.0,22%,49.0,2026-06
环卫作业车-B型,Blade-A3.3,2852,2000,133.9,15%,49.15,2026-06
环卫作业车-B型,Blade-A3.3,2852,2520,132.1,35%,51.85,2026-06
环卫作业车-B型,Blade-A3.3,2852,3200,128.7,22%,56.95,2026-06
环卫作业车-B型,Blade-A3.3,2852,4000,127.1,15%,59.35,2026-06
环卫作业车-B型,Blade-A3.3,2852,5040,124.9,8%,62.65,2026-06
环卫作业车-B型,Blade-A3.3,2852,6400,121.2,15%,68.2,2026-06
环卫作业车-B型,Blade-A3.3,2852,8000,116.7,22%,74.95,2026-06
环卫作业车-B型,Blade-A3.3,2220,504,126.6,8%,60.1,2026-06
环卫作业车-B型,Blade-A3.3,2220,640,129.1,22%,56.35,2026-06
环卫作业车-B型,Blade-A3.3,2220,800,131.1,8%,53.35,2026-06
环卫作业车-B型,Blade-A3.3,2220,1000,132.8,8%,50.8,2026-06
环卫作业车-B型,Blade-A3.3,2220,1280,133.6,22%,49.6,2026-06
环卫作业车-B型,Blade-A3.3,2220,1600,133.6,35%,49.6,2026-06
环卫作业车-B型,Blade-A3.3,2220,2000,132.9,22%,50.65,2026-06
环卫作业车-B型,Blade-A3.3,2220,2520,130.6,22%,54.1,2026-06
环卫作业车-B型,Blade-A3.3,2220,3200,127.2,22%,59.2,2026-06
环卫作业车-B型,Blade-A3.3,2220,4000,124.8,15%,62.8,2026-06
环卫作业车-B型,Blade-A3.3,2220,5040,123.8,15%,64.3,2026-06
环卫作业车-B型,Blade-A3.3,2220,6400,120.6,22%,69.1,2026-06
环卫作业车-B型,Blade-A3.3,2220,8000,115.7,22%,76.45,2026-06
环卫作业车-B型,Blade-A3.3,1584,504,127.3,8%,59.05,2026-06
环卫作业车-B型,Blade-A3.3,1584,640,130.0,35%,55.0,2026-06
环卫作业车-B型,Blade-A3.3,1584,800,132.0,15%,52.0,2026-06
环卫作业车-B型,Blade-A3.3,1584,1000,133.2,35%,50.2,2026-06
环卫作业车-B型,Blade-A3.3,1584,1280,133.1,35%,50.35,2026-06
环卫作业车-B型,Blade-A3.3,1584,1600,132.3,15%,51.55,2026-06
环卫作业车-B型,Blade-A3.3,1584,2000,130.8,35%,53.8,2026-06
环卫作业车-B型,Blade-A3.3,1584,2520,128.4,35%,57.4,2026-06
环卫作业车-B型,Blade-A3.3,1584,3200,124.9,22%,62.65,2026-06
环卫作业车-B型,Blade-A3.3,1584,4000,122.4,15%,66.4,2026-06
环卫作业车-B型,Blade-A3.3,1584,5040,120.9,15%,68.65,2026-06
环卫作业车-B型,Blade-A3.3,1584,6400,118.1,8%,72.85,2026-06
环卫作业车-B型,Blade-A3.3,1584,8000,115.3,35%,77.05,2026-06
环卫作业车-B型,Blade-A3.3,1268,504,129.0,8%,56.5,2026-06
环卫作业车-B型,Blade-A3.3,1268,640,131.4,8%,52.9,2026-06
环卫作业车-B型,Blade-A3.3,1268,800,133.0,8%,50.5,2026-06
环卫作业车-B型,Blade-A3.3,1268,1000,134.0,15%,49.0,2026-06
环卫作业车-B型,Blade-A3.3,1268,1280,133.4,8%,49.9,2026-06
环卫作业车-B型,Blade-A3.3,1268,1600,131.6,15%,52.6,2026-06
环卫作业车-B型,Blade-A3.3,1268,2000,130.4,22%,54.4,2026-06
环卫作业车-B型,Blade-A3.3,1268,2520,128.3,35%,57.55,2026-06
环卫作业车-B型,Blade-A3.3,1268,3200,124.9,15%,62.65,2026-06
环卫作业车-B型,Blade-A3.3,1268,4000,122.1,15%,66.85,2026-06
环卫作业车-B型,Blade-A3.3,1268,5040,120.7,8%,68.95,2026-06
环卫作业车-B型,Blade-A3.3,1268,6400,117.4,8%,73.9,2026-06
环卫作业车-B型,Blade-A6.7,2852,504,131.4,8%,52.9,2026-06
环卫作业车-B型,Blade-A6.7,2852,640,134.5,8%,48.25,2026-06
环卫作业车-B型,Blade-A6.7,2852,800,136.8,8%,44.8,2026-06
环卫作业车-B型,Blade-A6.7,2852,1000,137.7,35%,43.45,2026-06
环卫作业车-B型,Blade-A6.7,2852,1280,136.7,35%,44.95,2026-06
环卫作业车-B型,Blade-A6.7,2852,1600,134.6,35%,48.1,2026-06
环卫作业车-B型,Blade-A6.7,2852,2000,131.5,35%,52.75,2026-06
环卫作业车-B型,Blade-A6.7,2852,2520,124.5,35%,63.25,2026-06
环卫作业车-B型,Blade-A6.7,2220,400,129.3,35%,56.05,2026-06
环卫作业车-B型,Blade-A6.7,2220,504,133.0,22%,50.5,2026-06
环卫作业车-B型,Blade-A6.7,2220,640,136.0,8%,46.0,2026-06
环卫作业车-B型,Blade-A6.7,2220,800,137.2,35%,44.2,2026-06
环卫作业车-B型,Blade-A6.7,2220,1000,136.9,22%,44.65,2026-06
环卫作业车-B型,Blade-A6.7,2220,1280,133.7,35%,49.45,2026-06
环卫作业车-B型,Blade-A6.7,2220,1600,129.7,8%,55.45,2026-06
环卫作业车-B型,Blade-A6.7,2220,2000,124.3,35%,63.55,2026-06
环卫作业车-B型,Blade-A6.7,1584,320,128.3,35%,57.55,2026-06
环卫作业车-B型,Blade-A6.7,1584,400,131.0,15%,53.5,2026-06
环卫作业车-B型,Blade-A6.7,1584,504,133.4,35%,49.9,2026-06
环卫作业车-B型,Blade-A6.7,1584,640,134.6,8%,48.1,2026-06
环卫作业车-B型,Blade-A6.7,1584,800,134.5,15%,48.25,2026-06
环卫作业车-B型,Blade-A6.7,1584,1000,132.4,35%,51.4,2026-06
环卫作业车-B型,Blade-A6.7,1584,1280,127.4,8%,58.9,2026-06
环卫作业车-B型,Blade-A6.7,1584,1600,122.2,15%,66.7,2026-06
环卫作业车-B型,Blade-A6.7,1268,252,126.3,35%,60.55,2026-06
环卫作业车-B型,Blade-A6.7,1268,320,128.3,35%,57.55,2026-06
环卫作业车-B型,Blade-A6.7,1268,400,130.2,8%,54.7,2026-06
环卫作业车-B型,Blade-A6.7,1268,504,132.1,8%,51.85,2026-06
环卫作业车-B型,Blade-A6.7,1268,640,132.9,15%,50.65,2026-06
环卫作业车-B型,Blade-A6.7,1268,800,131.6,15%,52.6,2026-06
环卫作业车-B型,Blade-A6.7,1268,1000,129.3,8%,56.05,2026-06
环卫作业车-B型,Blade-A6.7,1268,1280,124.3,22%,63.55,2026-06
环卫作业车-B型,Blade-A6.7,1268,1600,120.4,8%,69.4,2026-06
环卫作业车-B型,Blade-A8.9,2852,160,133.5,22%,49.75,2026-06
环卫作业车-B型,Blade-A8.9,2852,200,134.5,15%,48.25,2026-06
环卫作业车-B型,Blade-A8.9,2852,252,136.6,8%,45.1,2026-06
环卫作业车-B型,Blade-A8.9,2852,320,138.1,8%,42.85,2026-06
环卫作业车-B型,Blade-A8.9,2852,400,138.5,8%,42.25,2026-06
环卫作业车-B型,Blade-A8.9,2852,504,138.4,8%,42.4,2026-06
环卫作业车-B型,Blade-A8.9,2852,640,137.8,35%,43.3,2026-06
环卫作业车-B型,Blade-A8.9,2852,800,135.4,22%,46.9,2026-06
环卫作业车-B型,Blade-A8.9,2852,1000,132.8,8%,50.8,2026-06
环卫作业车-B型,Blade-A8.9,2852,1280,128.8,35%,56.8,2026-06
环卫作业车-B型,Blade-A8.9,2852,1600,124.2,35%,63.7,2026-06
环卫作业车-B型,Blade-A8.9,2852,2000,123.6,22%,64.6,2026-06
环卫作业车-B型,Blade-A8.9,2852,2520,123.3,15%,65.05,2026-06
环卫作业车-B型,Blade-A8.9,2852,3200,120.2,22%,69.7,2026-06
环卫作业车-B型,Blade-A8.9,2852,4000,116.7,35%,74.95,2026-06
环卫作业车-B型,Blade-A8.9,2852,5040,117.3,35%,74.05,2026-06
环卫作业车-B型,Blade-A8.9,1584,160,133.4,35%,49.9,2026-06
环卫作业车-B型,Blade-A8.9,1584,200,134.3,8%,48.55,2026-06
环卫作业车-B型,Blade-A8.9,1584,252,135.4,22%,46.9,2026-06
环卫作业车-B型,Blade-A8.9,1584,320,135.5,22%,46.75,2026-06
环卫作业车-B型,Blade-A8.9,1584,400,133.8,15%,49.3,2026-06
环卫作业车-B型,Blade-A8.9,1584,504,131.9,35%,52.15,2026-06
环卫作业车-B型,Blade-A8.9,1584,640,130.9,15%,53.65,2026-06
环卫作业车-B型,Blade-A8.9,1584,800,129.6,8%,55.6,2026-06
环卫作业车-B型,Blade-A8.9,1584,1000,127.7,15%,58.45,2026-06
环卫作业车-B型,Blade-A8.9,1584,1280,123.8,15%,64.3,2026-06
环卫作业车-B型,Blade-A8.9,1584,1600,119.0,8%,71.5,2026-06
环卫作业车-B型,Blade-A8.9,1584,2000,119.2,35%,71.2,2026-06
环卫作业车-B型,Blade-A8.9,1584,2520,119.4,22%,70.9,2026-06
环卫作业车-B型,Blade-A8.9,1584,3200,116.2,22%,75.7,2026-06
环卫作业车-B型,Blade-A8.9,1584,4000,113.1,8%,80.35,2026-06
环卫作业车-B型,Blade-A8.9,1584,5040,113.1,15%,80.35,2026-06
环卫作业车-B型,Blade-A12.3,2852,160,130.6,15%,54.1,2026-06
环卫作业车-B型,Blade-A12.3,2852,200,131.6,15%,52.6,2026-06
环卫作业车-B型,Blade-A12.3,2852,252,137.1,15%,44.35,2026-06
环卫作业车-B型,Blade-A12.3,2852,320,139.4,35%,40.9,2026-06
环卫作业车-B型,Blade-A12.3,2852,400,140.2,15%,40.0,2026-06
环卫作业车-B型,Blade-A12.3,2852,504,135.4,8%,46.9,2026-06
环卫作业车-B型,Blade-A12.3,2852,640,127.3,15%,59.05,2026-06
环卫作业车-B型,Blade-A12.3,2852,800,127.9,15%,58.15,2026-06
环卫作业车-B型,Blade-A12.3,2852,1000,126.6,8%,60.1,2026-06
环卫作业车-B型,Blade-A12.3,2852,1280,124.7,35%,62.95,2026-06
环卫作业车-B型,Blade-A12.3,2852,1600,122.2,8%,66.7,2026-06
环卫作业车-B型,Blade-A12.3,2852,2000,121.3,22%,68.05,2026-06
环卫作业车-B型,Blade-A12.3,2852,2520,120.8,8%,68.8,2026-06
环卫作业车-B型,Blade-A12.3,2852,3200,118.0,15%,73.0,2026-06
环卫作业车-B型,Blade-A12.3,2852,4000,116.1,22%,75.85,2026-06
环卫作业车-B型,Blade-A12.3,2852,5040,114.0,8%,79.0,2026-06
环卫作业车-B型,Blade-A12.3,2220,160,132.3,35%,51.55,2026-06
